page;question;answer
33;Quel est le dossier à fournir pour l'obtention d'une autorisation préalable à l'importation?;"- Voir article 8 du décret exécutif n° 10-114 du 18 avril 2010 définissant les conditions et les modalités de fabrication, de conditionnement, d'importation et de commercialisation, sur le marché national, des produits cosmétiques et d'hygiène corporelle; - Voir article 7 du décret exécutif n° 97-254 du 08 juillet 1997 relatif aux autorisations préalables à la fabrication et à l'importation des produits toxiques ou présentant un risque particulier."
33;Quel est le dossier à fournir pour la délivrance d'une autorisation préalable à la fabrication, conditionnement ou importation, des produits cosmétiques et d'hygiène corporelle?;"La demande d'autorisation préalableest adressée, par voie postale ou déposée par l'opérateur concerné, auprès des services de la Direction de Wilaya du Commerce territorialement compétente, la transmission de cette demande par voie postale doit se faire sous pli recommandé avec accusé de réception. Dans le cas ou cette demande est déposée directement, un récépissé de dépôt est délivré, ce dernier ne peut, en aucun cas, valoir une autorisation préalable. La demande d'autorisation préalabledoit être accompagnée des pièces suivantes: 1) une copie légalisée de l'extrait du registre de commerce du fabricant, du conditionneur ou de l'importateur du produit; 2) une copie légalisée de l'identifiant fiscal; 3) une copie légalisée des statuts de la société; 4) une copie légalisée de l'attestation de dépôt des comptes sociaux auprès du centre national du registre du commerce; 5) un extrait de rôle apuré; 6) une copie légalisée de l'attestation de mise à jour avec la CNAS et / ou la CASNOS; 7) la dénomination et la désignation du produit en conformité avec l'annexe n° I prévue à l'article 3 du décret exécutif n° 97-37 modifié et complété; 8) l'usage et le mode d'emploi du produit; 9) indication de la composition qualitative du produit ainsi que la qualité analytique des matières premières. Les substances chimiques doivent être désignées par leur dénomination usuelle et leur dénomination scientifique, lorsqu'elle existe, ou par leur dénomination commune internationale (DCI) recommandée par l'organisation mondiale de la santé. Les substances d'origine végétale ou animale doivent être désignées par leur dénomination usuelle et accompagnées de l'indication de leur mode d'obtention; 10) les résultats des analyses et des tests effectués sur les matières premières et les produits finis; 11) les résultats des essais effectués et méthodes utilisées en ce qui concerne, notamment, le degré de toxicité cutanée, transcutanée ou muqueuse; 12) le mode d'identification des lots de fabrication; 13) les précautions particulières d'emploi du produit; 14) le modèle et/ou la maquette de l'étiquetage du produit concerné; 15) le nom, la fonction, et la qualification professionnelle de la ou des personnes physiques responsables de la fabrication, du conditionnement ou de l'importation et des contrôles de conformité. Toute modification apportée à la formule de fabrication doit faire l'objet d'une autorisation préalable délivrée dans les mêmes conditions que celles décrites ci-dessus."
33;Quelles sont les Procédures de délivrance?;L'autorisation préalable, est délivrée par le Ministre du Commerce après avis de la commission Scientifique et Technique du Centre Algérien du Contrôle de la Qualité et de l'Emballage. Le ministre chargé du commerce notifie dans un délai de quarante-cinq (45) jours, à compter de la date de délivrance du récépissé de dépôt de la demande d'autorisation préalable, selon le cas, à l'opérateur, soit: - La décision d'autorisation préalable de fabrication, de conditionnement, d'importation des produits cosmétiques et d'hygiène corporelle. - La décision motivée du refus de l'autorisation préalable de fabrication, de conditionnement, d'importation des produits cosmétiques et d'hygiène corporelle. - Une mise en demeure écrite est adressée par les services de la Direction de Wilaya du Commerce territorialement compétente à l'opérateur concerné, lorsque l'un des éléments pour lesquels l'autorisation préalable a été délivrée vient de faire défaut, l'invitant à se conformer aux dispositions de la législation et de la règlementation en vigueur dans un délai d'un (1) mois à compter de la date de notification, faute de quoi, celle-ci lui est retirée dans les mêmes formes. Notification: L'autorisation préalable, doit être présentée lors de tout contrôle effectué par les agents de contrôle habilités par la loi, faute de quoi, l'intervenant concerné s'expose aux sanctions prévues par la législation et la règlementation en vigueur.
33;Quel est le dossier à fournir pour la délivrance d'une autorisation préalable à la fabrication, conditionnement ou importation, des produits toxiques?;"Les conditions et les modalités de fabrication, de conditionnement, d'importation et de commercialisation, sur le marché national, des produits toxiques ou présentant un risque particulier, sont définies par le décret exécutif n° 97-254 du 8 juillet 1997. La demande d'autorisation préalableest adressée, par voie postale ou déposée par l'opérateur concerné, auprès des services de la Direction de Wilaya du Commerce territorialement compétente, la transmission de cette demande par voie postale doit se faire sous pli recommandé avec accusé de réception. Dans le cas où cette demande est déposée directement, un récépissé de dépôt est délivré, ce dernier ne peut, en aucun cas, valoir une autorisation préalable. La demande d'autorisation préalabledoit être accompagnée des pièces suivantes: 1) une copie légalisée de l'extrait du registre de commerce du fabricant, du conditionneur ou de l'importateur du produit; 2) une copie légalisée de l'identifiant fiscal; 3) une copie légalisée des statuts de la société; 4) une copie légalisée de l'attestation de dépôt des comptes sociaux auprès du centre national du registre du commerce; 5) un extrait de rôle apuré; 6) une copie légalisée de l'attestation de mise à jour avec la CNAS et / ou la CASNOS; 7) la dénomination et la désignation du produit en conformité avec l'annexe n° I prévue à l'article 2 de l'arrêté interministériel du 28 décembre 1997 modifié et complété; 8) l'usage et le mode d'emploi du produit; 9) la nature et les spécifications physiques et chimiques des composants entrant dans la fabrication du produit concerné; 10) le résultat des analyses effectuées dans le cadre du contrôle prévu par la loi n°89-02 du 7 février relative aux règles générales de protection du consommateur; 11) les mesures de protection prises en matière d'emballage et d'étiquetage du produit; 12) les précautions à prendre au titre de la mise à la consommation du produit concerné et particulièrement les usages qui en sont interdites; 13) l'autorisation préalable ou la déclaration relative aux installations classées en application du décret n°88-149 du 26-juillet 1988; 14) le modèle et/ou la maquette de l'étiquetage du produit concerné; 15) le nom, la fonction, et la qualification professionnelle de la ou des personnes physiques responsables de la fabrication, du conditionnement ou de l'importation et des contrôles de conformité. Toute modification apportée à la formule de fabrication doit faire l'objet d'une autorisation préalable délivrée dans les mêmes conditions que celles décrites ci-dessus."
33;Quelle est la procédure de délivrance d'une autorisation préalable?;P rocédures de délivrance: L'autorisation préalable, est délivrée par le Ministre du Commerce après avis de la commission Scientifique et Technique du Centre Algérien du Contrôle de la Qualité et de l'Emballage. Le Ministre chargé du commerce notifie dans un délai de quarante-cinq (45) jours, à compter de la date de délivrance du récépissé de dépôt de la demande d'autorisation préalable, selon le cas, à l'opérateur, soit: - La décision d'autorisation préalable de fabrication, de conditionnement, d'importation des produits de consommation présentant un caractère de toxicité ou un risque particulier. - La décision motivée du refus de l'autorisation préalable de fabrication, de conditionnement, d'importation des produits de consommation présentant un caractère de toxicité ou un risque particulier. - Une mise en demeure écrite est adressée par les services de la Direction de Wilaya du Commerce territorialement compétente à l'opérateur concerné, lorsque l'un des éléments pour lesquels l'autorisation préalable a été délivrée vient de faire défaut, l'invitant à se conformer aux dispositions de la législation et de la règlementation en vigueur dans un délai d'un (1) mois à compter de la date de notification, faute de quoi, celle-ci lui est retirée dans les mêmes formes. Notification: L'autorisation préalable, doit être présentée lors de tout contrôle effectué par les agents de contrôle habilités par la loi, faute de quoi, l'intervenant concerné s'expose aux sanctions prévues par la législation et la règlementation en vigueur. « 1 2... 30 31 32 33 34 35 36... 49 50 »
34;Quels sont les délais de livraison prévus par la loi dans le cadre de l'achat d'un véhicule neuf?;Le délai de livraison du véhicule commandé ne peut dépasser une durée de 45 jours, toutefois cette période peut être prorogée d'un commun accord des deux parties sur la base d'un écrit.
34;Quel est le montant de l'acompte qui peut être versé au concessionnaire lors de la passation de la commande?;Lors de la passation de la commande le montant versé ne doit pas dépasser 10% du prix de vente toutes taxes comprises du véhicule.
34;Que doit assurer le concessionnaire au profit de son client?;Le concessionnaire doit assurer la garantie légale du véhicule livré. La garantie couvre les défauts de construction, les vices apparents et/ou cachés ainsi que le remplacement des pièces de rechanges et des accessoires défectueux. En cas d'immobilisation du véhicule d'une durée supérieure à 15 jours, le concessionnaire est tenu de mettre à la disposition du client un véhicule de remplacement. Au moment de la livraison, le concessionnaire est tenu de doter d'une quantité de carburant à même de permettre au client de parcourir une distance de cinquante (50) km au moins. Le véhicule doit être livré avec le trousseau de clés et le triangle de pré signalisation. « 1 2... 31 32 33 34 35 36 37... 49 50 »
35;Quel ancrage juridique?;1- Décret exécutif n° 15-114 du 23 Rajab 1436 correspondant au 12 mai 2015 relatif aux conditions et aux modalités d'offres en matière de crédit à la consommation. (jo n° 24 du 13/05/2015) 2- Arrêté interministériel du 19 Rabie El Aouel 1437 correspondant au 31 décembre 2015 fixant les conditions et modalités d'offres en matière de crédit à la consommation. (jo n° 01 06/01/2016)
35;Quel est l'objectif du crédit à la consommation?;Ce crédit a pour objectif de consolider le pouvoir d'achat des consommateurs mais aussi une mesure de sauvegarde, d'expansion et de promotion du produit national.
35;Quelles sont les entreprises concernées par ce dispositif?;"Les opérateurs dont les produits sont éligibles au crédit à la consommation sont ceux qui: - Exercent une activité de production sur le territoire national; - Produisent ou assemblent des biens destinés à la vente aux particuliers."
35;Qui est concerné par ce crédit à la consommation?;L'octroi du crédit à la consommation est réservé exclusivement aux nationaux résidents.
35;Quelles sont les activités et les gammes des produits éligibles au crédit à la consommation?;Activités Gamme de produits Construction de véhicules automobiles et motocycles de moteurs thermiques Véhicules particuliers de tourisme Cycles et tricycles à moteur Fabrication de machines de bureau et de traitement de l'information Ordinateurs, autres équipements informatiques et accessoires Fabrication de téléphones, de tablettes et de smartphones Téléphones et téléphones céllulaires, tablettes Fabrication d'appareils électroniques, et électroménagers divers téléviseurs, vidéos, son et mp3, appareils photos et caméscopes, chauffages, climatiseurs, réfrigérateurs, Equipements de cuisine domestique, Equipements de lavage domestiques, Petits électroménagers Fabrication industrielle d'ensembles d'ameublement en bois à usage domestique Meubles, ensembles de mobiliers et d'accessoires en bois ou associés à d'autres matières à usage domestique Textiles et cuirs Tissus d'ameublement, tapisseries, moquettes et literies Matériaux de construction Céramique et céramique sanitaire
35;Que doit contenir une offre de crédit à la consommation?;"L'offre de crédit à la consommation doit comporter des informations sincères et loyales précisant notamment les éléments de l'offre, les modalités de son octroi ainsi que les droits et obligations des parties au contrat de crédit. Tout contrat de crédit doit être précédé d'une offre préalable de crédit, devant permettre à l'emprunteur d'apprécier la nature et la portée de l'engagement financier auquel il peut souscrire ainsi que les conditions d'exécution du contrat. Tout offre de crédit à la consommation doit indiquer notamment: - La désignation des parties; - L'objet, la durée, les montants brut et net du crédit et les modalités de remboursement, les échéances ainsi que le taux d'intérêt global; - Les conditions d'éligibilité au crédit et le dossier requis pour l'obtention du crédit; - Les garanties offertes par le prêteur ou le vendeur; - Les droits et obligations du vendeur, du prêteur et de l'emprunteur ainsi que les mesures applicables en cas de défaillance des parties."
35;Comment se fait le remboursement en cas de résiliation?;En cas de résiliation du contrat du fait du vendeur, celui-ci est tenu de rembourser à l'emprunteur, sur demande écrite avec accusé de réception, la totalité de la somme que l'acheteur lui aurait avancée sur le prix, dans un délai ne pouvant excéder trente (30) jours, sans préjudice des dispositions relatives aux dommages et intérêts vis-à-vis du prêteur et de l'emprunteur conformément à la législation et la réglementation en vigueur.
35;Quelles sont les obligations du vendeur et de l'emprunteur?;"- Le vendeur n'est tenu de livrer ou de fournir le bien objet du contrat qu'une fois avisé, par l'acheteur, de l'octroi du crédit. Toutefois, l'acheteur dispose d'un délai de rétractation de huit (8) jours ouvrables, à compter de la date de signature du contrat, conformément à la législation et la réglementation en vigueur. - Le contrat de vente, ne produit pas ses effets, lorsque: - L'emprunteur n'a pas informé le vendeur de l'attribution du crédit dans le délai de huit (8) jours ouvrables ‡ compter de la date de notification de l'accord d'octroi de crédit; - L'emprunteur a exercé son droit de rétractation dans les délais qui lui sont impartis. Le contrat de vente demeure valide si, avant l'expiration du délai de huit (8) jours prévu ci-dessus, l'acheteur paie au comptant la totalité de la somme due. « 1 2... 32 33 34 35 36 37 38... 49 50 »"
36;Quelle est la base réglementaire applicable en Algérie?;Décret exécutif n° 05-468 du 8 Dhou El Kaada 1426 correspondant au 10 décembre 2005 fixant les conditions et les modalités d'établissement de la facture, du bon de transfert, du bon de livraison et de la facture récapitulative Pratiques Commerciales...
36;C'est quoi la facture?;Toute vente de biens ou prestation de services effectuée entre les agents économiques doit faire l'objet d'une facture. La facture est donc un document représentant la preuve comptable d'un achat ou d'une vente de produits ou de services. Le vendeur est tenu de délivrer la facture et l'acheteur de la réclamer. Elle doit être délivrée dés la réalisation de la vente ou de la prestation de services. Dans ses relations avec le consommateur, le vendeur doit obligatoirement délivrer la facture si celui-ci en fait la demande.
36;Pourquoi émettre des factures?;"Toute transaction commerciale se concrétise par l'échange de documents entre partenaires commerciaux: la commande, le bon de livraison, la facture, … Parmi ces documents, la facture occupe une place à part, tant les rôles qu'elle joue pour l'entreprise varient, à savoir: • commercial: elle résume les clauses convenues dans l'accord entre une ou plusieurs parties (quantité requise, montant négocié); • comptable: elle mentionne les sommes dues et la nature des biens vendus ou services rendus; • fiscal: elle précise les taux et montants de TVA afférents à la nature des biens vendus ou services rendus; • légal: en cas de litige, elle pourra faire foi pour donner raison à l'une ou l'autre des parties. Elle comporte toutes les mentions imposées par la réglementation en vigueur, quel que soit son format, papier ou électronique."
36;Que doit comporter une facture?;"a- Mentions relatives au vendeur: La facture doit comporter les mentions, ci-après: - nom et prénom (s) de la personne physique; - dénomination ou raison sociale de la personne morale; - adresse, numéros de téléphone et de fax ainsi que, le cas échéant, l'adresse électronique; - forme juridique de l'agent économique et nature de l'activité; - capital social, le cas échéant; - numéro du registre du commerce; - numéro d'identification statistique; - mode de paiement et date de règlement de la facture; - date d'établissement et numéro d'ordre de la facture; - dénomination et quantité des biens vendus et/ou des prestations de services réalisées; - prix unitaire hors taxes des biens vendus et/ou des prestations de services réalisées; - prix total hors taxes des biens vendus et/ou des prestations de services réalisées; - nature et taux des taxes et/ou droits et/ou contributions dus, suivant la nature des biens vendus et/ou des prestations de services réalisées. La taxe sur la valeur ajoutée n'est pas mentionnée si l'acheteur en est exonéré; - prix total toutes taxes comprises, libellé en chiffres et en lettres. b- Mentions relatives à l'acheteur: La facture doit comporter les mentions, ci-après: - nom et prénom (s) de la personne physique; - dénomination ou raison sociale de la personne morale; - forme juridique et nature de l'activité; - adresse, numéros de téléphone et de fax ainsi que, le cas échéant, l'adresse électronique; - numéro du registre du commerce; - numéro d'identification statistique; Si l'acheteur est un consommateur, la facture doit mentionner son nom, prénom (s) et adresse."
36;C'est quoi une fausse facture?;"La fausse facture, est une facture établie sans avoir procédé à aucune livraison ou prestation, dans le but de: - minorer les bases d'imposition aux différents impôts et taxes; - dissimuler des opérations; - déplacer et blanchir des capitaux; - détourner des fonds de l'actif et de financer des opérations illicites, ou licites; - obtenir certains avantages tels que le droit à la déduction en matière de TVA, et des prêts auprès des établissements bancaires aux fins de financement de projets d'investissemen t."
36;C'est quoi une facture de complaisance?;Il est entendu par facture de complaisance, le fait de camoufler ou de dissimuler sur une facture, l'identité ou l'adresse de ses fournisseurs ou de ses clients, ou d'accepter sciemment l'utilisation d'une identité fictive ou d'un prête-nom et ce, dans le but de réduire le montant des impôts à payer ainsi que de détourner des fonds propres à une entreprise ou à un individu et de les utiliser à des fins diverses. La facture de complaisance correspond à un achat, une vente ou une prestation de service réel.
36;C'est quoi un bon de transfert?;Lorsque l'agent économique procède au transfert de ses biens à destination de ses unités de stockage, de transformation, de conditionnement et/ou de commercialisation sans qu'il y ait transaction commerciale, il est tenu de justifier le mouvement de ses produits par un bon de transfert. Le bon de transfert a un objectif spécifique, à savoir permettre la transparence totale des flux routiers des marchandises et doter les opérateurs d'un document simple et rapide leur permettant de justifier le mouvement de leurs marchandises. il doit donc accompagner les biens durant leur transfert et être présenté à la première réquisition des officiers de police judiciaire et/ou des agents de contrôle habilités. De ce fait, ce document n'a pas une finalité commerciale ou comptable et il n'a pas pour but de remplacer la facture, il est permis lorsqu'il n'y a pas de transactions commerciales. A contrario et s'il y a une transaction commerciale, il sera exigé de l'opérateur concerné la facture en bonne et due forme.
36;Dans quel cas utiliser le bon de livraison?;Il est admis l'utilisation du bon de livraison en remplacement de la facture pour les transactions commerciales répétitives et régulières portant sur la vente de biens à un même client (boissons, journaux, lait, tabacs, ect...). Le caractère répétitif et régulier des transactions commerciales, qui ouvre droit à l'utilisation du bon de livraison, doit correspondre à trois (03) opérations commerciales au minimum par semaine effectuées par l'agent économique concerné à destination d'un même commerçant. L'utilisation du bon de livraison est soumise à une autorisation préalable auprès de la Direction de Wilaya du Commerce territorialement compétente.
36;Modalités d'obtention d'une autorisation d'utilisation du bon de livraison?;"Tout agent économique concerné désirant bénéficier de l'utilisation du bon de livraison, peut solliciter l'autorisation requise auprès de la Direction de Wilaya du Commerce territorialement compétente. La demande d'autorisation à introduire doit mentionner la nature et le contenu des activités pour lesquelles est sollicitée l'autorisation du bon de livraison et être accompagnée des documents suivants: 1/ Une copie de l'extrait du registre du commerce ou, le cas échéant, une copie de l'extrait du registre de l'artisanat et des métiers; 2/ Un état faisant ressortir le nombre de clients desservis et le nombre d'opérations d'approvisionnement réalisées par semaine. Cet état doit correspondre aux factures délivrées au cours des trois (03) derniers mois qui précèdent la date du dépôt de la demande d'autorisation. L'autorisation est accordée expressément aux agents économiques par décision de l'administration chargé du commerce (Modèle de décision en annexe). Le Directeur de Wilaya du Commerce territorialement compétent peut solliciter du demandeur la communication de tout autre document jugé utile ou de toute autre information complémentaire. « 1 2... 33 34 35 36 37 38 39... 49 50 »"
37;Quel ancrage juridique?;Règlement n° 16-04 du 17 Safar 1438 correspondant au 17 novembre 2016 modifiant et complétant le règlement n° 07-01 du 15 Moharram 1428 correspondant au 3 février 2007 relatif aux règles applicables aux transactions courantes avec l'étranger et aux comptes devises. (JO n° 72 du 13/12/2016)
37;Quels sont les modes d'établissement due contrat d'exportation hors hydrocarbures?;Art. 61.: Le contrat d'exportation hors hydrocarbures peut être établi au comptant ou crédit.
37;Quel délai de rapatriement? Quand il doit intervenir?;L'exportateur doit rapatrier la recette provenant de l'exportation dans un délai fixé à trois cent soixante (360) jours, à compter de la date d'expédition, pour les biens ou de la date de réalisation pour les services. Le délai de trois cent soixante (360) jours constitue un maximum que peut accorder un exportateur ‡ son client non-résident. Le délai de paiement doit, expressément, être transcrit dans le contrat commercial. En tout Etat de cause, le rapatriement du produit de l'exportation doit intervenir le jour de son paiement. Lorsque l'exportation porte sur des biens de consommation durable ou d'équipements et dont le règlement est exigible dans un délai excédant trois cent soixante (360) jours, « 1 2... 34 35 36 37 38 39 40... 49 50 »
38;Quels sonts les codes d'activités exportation?;"Souce: Algex Codes d'activités exportation: Cette libéralisation de l'acte d'exportation s'est notamment traduite par la création dans la nomenclature des activités du registre de commerce, des quatre codes d'activités ci-après: 701.101: Exportation de tous les produits agroalimentaires (frais, réfrigérés, surgelés ou congelés). 702.101: Exportation de tous les produits industriels manufacturés hors hydrocarbures. 702.102: Exportation de tous produits, hors hydrocarbures, non désignés ailleurs tels que les plantes, produits de la floriculture, d'animaux, etc. 702.103: • Exportation de tous produits pharmaceutiques et de tous produits et articles destinés à l'emballage des produits pharmaceutiques; • Exportation de catguts stériles, ligatures stériles similaires pour sutures chirurgicales, adhésifs stériles pour tissus organiques utilisés en chirurgie; hémostatiques stériles pour la chirurgie ou l'art dentaire etc.; • Exportation de: - Réactifs destinés à la détermination des groupes ou facteurs sanguins; - Ciments et autres produits d'obturation dentaire: trousses et boites à pharmacie garnies pour soins de première urgence. « 1 2... 35 36 37 38 39 40 41... 49 50 »"
39;Quelles sont les modalités de mise en oeuvre des nouveaux taux de la TVA?;Source: Direction Générale des Impôts Modalités de mise en oeuvre des nouveaux taux de la TVA
39;Quel est le code des impôts directs et taxes assimilées?;Source: Direction Générale des Impôts Code des impôts directs et taxes assimilée s
39;Quel est le Code des taxes sur le chiffre d'affaires?;Source: Direction Générale des Impôts Code des taxes sur le chiffre d'affaires
39;Le code des impôts indirects?;Source: Direction Générale des Impôts Code des impôts indirects
39;Code de l'enregistrement?;Source: Direction Générale des Impôts Code de l'enregistrement
39;Code de timbre?;Source: Direction Générale des Impôts Code de timbre
39;Code des procédures fiscales?;Source: Direction Générale des Impôts Code des procédures fiscales « 1 2... 36 37 38 39 40 41 42... 49 50 »
40;Quel ancrage juridique?;Arrêté du 29 Moharram 1438 correspondant au 31 octobre 2016 fixant les tarifs applicables par le centre national du registre de commerce au titre de la tenue des registres du commerce et des publicités légales. (Jo n° 01 du 04 janvier 2017)
40;Quels tarifs pour les personnes physiques commerçantes à titre d'immatriculation principal ou secondaire (commerçant non sédentaire, détaillant à l'exclusion du commerce des grandes surfaces, commerçants détenteurs des grandes surfaces, les grossistes, les producteurs)?;"Immatriculation à titre principal ou secondaire: a) pour le commerçant non sédentaire: 1120 DA; b) pour le commerçant détaillant (à l'exclusion du commerce des grandes surfaces): 1920 DA; c) pour les prestataires de services sédentaires (autres qu'ambulants): 2560 DA; d) pour les commerçants détenteurs des grandes surfaces, les grossistes, les producteurs ou transformateurs: 3360 DA. — inscription modificative du registre du commerce:1440 DA; — radiation de l'immatriculation au registre du commerce: 288 DA."
40;Quels tarifs Pour les personnes morales commerçantes (immatriculation à titre principal ou secondaire, inscription modificative, radiation, dépôt de statuts ou d'actes, dissolution)?;"Immatriculation à titre principal ou secondaire: 7200 DA; — inscription modificative: 1920 DA; — radiation: 576 DA; — dépôt de statuts ou d'actes: 960 DA; — dissolution: 768 DA."
40;Quels tarifs Pour les personnes physiques et morales (document, attestation, d'authentification de copies d'extrait de registre du commerce)?;"Les personnes physiques et morales (document, attestation, d'authentification de copies d'extrait de registre du commerce): — Délivrance de toute attestation, d'authentification de copies d'extrait de registre du commerce ou de recherche d'antériorité: 800 DA; — Délivrance de copies, de documents contenus dans le dossier d'inscription au registre du commerce: 400 DA la feuille."
40;Quels tarifs sur le capital social?;"Il est perçu par le centre national du registre de commerce, lors de l'immatriculation à titre principal des sociétés, les tarifs variables sur le capital social fixés comme suit: — 160 DA pour un capital variant entre 30.000 DA et 100.000 DA inclus; — 560 DA pour un capital variant entre 100.001 DA et 300.000 DA inclus; — 800 DA pour un capital supérieur à 300.000 DA."
40;Quels tarifs en cas d'augmentation du capital social?;"Il est perçu également lors de toute inscription modificative induite par une augmentation du capital social de toute société, un tarif variable fixé comme suit: — 192 DA pour une augmentation de capital variant entre 10.000 et 50.000 DA; — 672 DA pour une augmentation de capital variant entre 50.001 et 100.000 DA — 960 DA pour une augmentation de capital supérieure à 100.000 DA."
40;Quels tarifs appliquer aux insertions au bulletin officiel des annonces légales?;"Les tarifs relatifs aux insertions au bulletin officiel des annonces légales sont fixés ainsi qu'il suit: a) pour l'immatriculations relative au registre du commerce, à la modification et à la radiation: 576 DA; b) pour toute publicité légale relative aux sociétés et aux transactions sur les fonds de commerce: 3750 DA l'insertion par page en langue nationale; c) pour toute publicité légale relative aux sociétés et aux transactions sur les fonds de commerce faite par voie électronique: 3000 DA l'insertion par page en langue nationale. Les tarifs ci-dessus sont doublés lorsque l'insertion au bulletin officiel des annonces légales est traduite. « 1 2... 37 38 39 40 41 42 43... 49 50 »"
41;Quelles sont les nouvelles mesures de facilitation à l'export, Prolongement des délais de rapatriement des recettes des exportations?;Source: ALGEX Les nouvelles mesures de facilitation à l'export, Prolongement des délais de rapatriement des recettes des exportations: Règlement n° 16-04 du 17 Safar 1438 correspondant au 17 novembre 2016 modifiant et complétant le règlement n° 07-01 du 15 Moharram 1428 correspondant au 3 février 2007 relatif aux règles applicables aux transactions courantes avec l'étranger et aux comptes devises. (JO n° 72 du 13/12/2016) « 1 2... 38 39 40 41 42 43 44... 49 50 »
42;C'est quoi le code à barres GS1?;"source www.algex.dz Le code à barres GS1: Le système GS1 développe des standards internationaux pour l'identification des produits, utilisant le code à barres et l'identification par radiofréquence ainsi que les standards business-to-business pour le commerce électronique et la synchronisation des données. A l'exportation, le produit ne portant pas le code à barre GS1 est refusé par la distribution dans le pays acheteur. Pour cela l'exportateur devra: - Immatriculer ses produits selon la norme GS1; - Veiller au respect des normes GS1 dans la réalisation de ses codes à barres; - Prévoir suffisamment à l'avance cette codification pour ne pas retarder (ou perdre) un marché. Contrôle sanitaire Source: ALGEX Contrôle sanitaire: Les animaux (volailles, chevaux, gibiers…..) et produits d'origine animale (viandes, œufs, miel, laine, peaux non traitées,…) sont soumis au régime de la dérogation sanitaire d'exportation qui certifie qu'aucune maladie à déclaration obligatoire n'a été déclarée dans le pays exportateur. Un contrôle sanitaire de ces produits est effectué aux frontières par les services Vétérinaires. Certains produits, soumis au contrôle vétérinaire aux frontières, ne sont pas soumis à l'obligation de la dérogation sanitaire. Il s'agit, notamment: - Des produits animaux traités ou transformés (Lais et produits laitiers…); - Les aliments concentrés destinés à l'alimentation animale."
42;Qui peut délivrer des numéros de code à barres et les différents standards de GS1?;"Source: ALGEX En Algérie, l'Association GS1 Algeria est la seule source officielle autorisée à délivrer des numéros de code à barres et les différents standards de GS1. Le préfixe alloué à GS1 Algeria pour les entreprises algériennes est le ""613"". Pour demander le code à barre s'adresser à GS1 Algeria au: BU: 10-16, 10ème étage au Centre Commercial et d'Affaires "" EL QODS "" Cheraga - Alger BP 285 Hacen Badi, El Harrach - Alger Tél.: + 213 21 34 10 46/47/48 Fax: + 213 21 34 10 49 E-mail: info@gs1.dz"
42;Facilitations portuaires?;"Source: ALGEX Facilitations portuaires: Quatre (4) mesures de facilitations ont été mises en œuvre par l'Entreprise Portuaire d'Alger (EPAL) depuis le début de l'année 2003; celles-ci portent sur: - Affectation d'un magasin aménagé à recevoir en priorité les marchandises destinées à l'exportation, d'une superficie de 1000 m2 au quai N°09/2 zone nord – accès N°01; - Affectation d'un terre-plein de 1.862 m2 à la zone centre pour la mise à quai des marchandises destinées à l'exportation, entrée accès N°04 - zone centre- grand môle Bologhine; - Franchise de dix (10) jours pour le paiement des frais d'entreposage et de magasinage avant embarquement, des marchandises d'origine algérienne destinées à l'exportation; - Dégrèvements modulés des frais de manutention et d'acconage pour les cargaisons à exporter, selon la régularité et le volume des opérations."
42;Le caractère libre de l'acte d'exportation?;"Source: ALGEX Le caractère libre de l'acte d'exportation: En dehors de quelques exceptions visant à protéger notre cheptel, notre flore et notre patrimoine archéologique et historique, l'exportation est libre en Algérie et n'est soumise à aucune licence ou autorisation préalable. Cette libéralisation de l'acte d'exportation s'est notamment traduite par la création dans la nomenclature des activités du registre de commerce, des quatre codes d'activités ci-après: 701.101: Exportation de tous les produits agroalimentaires (frais, réfrigérés, surgelés ou congelés). 702.101: Exportation de tous les produits industriels manufacturés hors hydrocarbures. 702.102: Exportation de tous produits, hors hydrocarbures, non désignés ailleurs tels que les plantes, produits de la floriculture, d'animaux, etc. 702.103 • Exportation de tous produits pharmaceutiques et de tous produits et articles destinés à l'emballage des produits pharmaceutiques; • Exportation de catguts stériles, ligatures stériles similaires pour sutures chirurgicales, adhésifs stériles pour tissus organiques utilisés en chirurgie; hémostatiques stériles pour la chirurgie ou l'art dentaire etc.; • Exportation de: - Réactifs destinés à la détermination des groupes ou facteurs sanguins; - Ciments et autres produits d'obturation dentaire: trousses et boites à pharmacie garnies pour soins de première urgence."
42;Autres mesures de facilitations (Facilitations portuaires...)?;Source: ALGEX Le gouvernement algérien à travers son programme de soutien, a affirmé son engagement dans sa politique d'aide aux entreprises exportatrices avec d'autres mesures intervenants dans la chaîne du commerce extérieur. Cette politique repose essentiellement sur les facilitations tendant à l'assouplissement des procédures d'exportations qui s'est traduite par: - Le caractère libre de l'acte d'exportation - Facilitations portuaires - Le contrôle phytosanitaire - Le contrôle sanitaire - Le code à barres GS1. « 1 2... 39 40 41 42 43 44 45... 49 50 »
